T_in,eta,phi,omega,Tad,NO,NO2,NH3,SL,delta,runtime
738.525390625,0.25146484375,1.359130859375,0.689453125,1572.026688457732,0.08681461466669636,3.741914969142764e-08,0.2744703056369925,0.07281940691162718,0.006905422637069995,8.61216115951538
427.490234375,0.25146484375,1.359130859375,0.689453125,1322.9364580327717,0.0006428778494522958,1.7435918279159294e-11,0.614903437139674,0.003400004245956212,0.05411321316031856,20.166180849075317
738.525390625,0.21923828125,1.359130859375,0.689453125,1568.3147932316872,0.08161631662669182,3.3972922848550914e-08,0.2772651801508841,0.06491655908610107,0.007614429549264617,6.774293661117554
738.525390625,0.25146484375,0.675048828125,0.689453125,1415.3970207406253,152.209069098421,0.38071664271633066,9.679480995152557e-08,0.008591197685191001,0.04575695281413756,18.07034993171692
738.525390625,0.25146484375,1.359130859375,0.569921875,1638.3833359605944,0.21041333569977647,1.4409301540209919e-07,0.24874012054369896,0.11457289063373798,0.004474435838232046,5.9729039669036865
427.490234375,0.21923828125,0.675048828125,0.569921875,1218.1012218971744,43.86138801264723,0.2552119778257545,9.88420061636776e-10,0.0002601630267832364,0.6244573994603773,53.14822268486023
388.525390625,0.75146484375,0.609130859375,0.28945312500000003,1378.9764396630171,135.05894534513254,0.4989397077847391,1.6549225754545414e-08,0.042795181550473765,0.0034169422306472783,22.22533369064331
777.490234375,0.75146484375,0.609130859375,0.28945312500000003,1697.3895047128005,589.9820595102628,0.8401825980461937,3.1019522912734455e-06,0.8857726530162356,0.0006610779501809393,4.647322177886963
388.525390625,0.71923828125,0.609130859375,0.28945312500000003,1374.0312683077777,131.28103482863264,0.49392477400327595,1.4973198121853767e-08,0.0296959127801168,0.0048813224320815255,48.52404236793518
388.525390625,0.75146484375,1.425048828125,0.28945312500000003,1657.1539118981366,0.13897651617599774,6.258735282219258e-08,0.3572368355314035,0.3158424329145635,0.0007946980229593027,6.885522365570068
388.525390625,0.75146484375,0.609130859375,0.169921875,1508.5409613034694,265.67295507216414,0.6743395805081982,1.1721337178090994e-07,0.13116918971518965,0.0012612751840577268,24.496166706085205
777.490234375,0.71923828125,1.425048828125,0.169921875,2083.315961145459,16.51274280588073,0.00010311368950072966,0.172491494103665,2.442540782746855,0.0004107069176787934,4.949456453323364
432.275390625,0.18896484375,1.265380859375,0.039453125000000006,1960.2431902090416,5.251513833992478,1.8152528716610384e-05,0.1327137070338271,0.1732799701925458,0.0014460632013504756,6.2962939739227295
383.740234375,0.18896484375,1.265380859375,0.039453125000000006,1925.4755226744076,3.596518540243594,1.0029577728834726e-05,0.14112564746524356,0.13545154625341935,0.0015740114666875228,6.007822275161743
432.275390625,0.53173828125,1.265380859375,0.039453125000000006,2028.0918275032475,10.587860165822605,5.448439481822368e-05,0.1184480530938802,0.4782475424306806,0.0006338546479133628,6.850852966308594
432.275390625,0.18896484375,0.956298828125,0.039453125000000006,2068.1347536017747,636.0669996836224,0.1561434197455794,0.0005500136217103204,0.1397607655571299,0.0016815814273358962,11.582724571228027
432.275390625,0.18896484375,1.265380859375,0.319921875,1609.9841614602874,0.12052129215225804,6.087425038353946e-08,0.21678204120588057,0.034874867509847765,0.0060668345897224715,12.726827144622803
383.740234375,0.53173828125,0.956298828125,0.319921875,1684.5375741536932,194.9152528950536,0.09008926574089883,2.02036175322333e-05,0.06523470894423716,0.0029189600448903128,17.181405544281006
782.275390625,0.68896484375,0.515380859375,0.439453125,1473.031359727622,245.42900380323618,0.6889137313583181,1.1543325624288978e-07,0.21973869153333703,0.00200961753503745,6.9882800579071045
733.740234375,0.68896484375,0.515380859375,0.439453125,1431.2871740980684,197.9373355363393,0.6381669606320962,5.39672495615125e-08,0.12714998213733641,0.0029945237729609156,11.14463496208191
782.275390625,0.03173828125,0.515380859375,0.439453125,1422.1242032420482,188.48855359184125,0.627149692969894,4.540406302394047e-08,0.00936935674064117,0.03322910434887501,13.78102421760559
782.275390625,0.68896484375,1.706298828125,0.439453125,1752.557480773383,0.4023124235205151,2.9740672370862007e-07,0.4619891589570988,1.0281265507629875,0.000814701463387513,4.141633749008179
782.275390625,0.68896484375,0.515380859375,0.719921875,1336.141017867634,115.24688082026708,0.4729424616348123,1.3781788844939232e-08,0.02702330107851453,0.013529013342074101,7.47214412689209
733.740234375,0.03173828125,1.706298828125,0.719921875,1447.1878806657912,0.004389513062380296,2.7902309034579396e-10,0.8772997411177037,0.029570551880800346,0.013160690064667108,7.035756587982178
957.275390625,0.43896484375,1.640380859375,0.23945312500000002,2005.7010464074924,5.7906694342637826,1.8068953453168997e-05,0.29535349078352435,1.4102997614863224,0.0009027157862315883,3.2531044483184814
908.740234375,0.43896484375,1.640380859375,0.23945312500000002,1965.6476154487073,3.813916666185354,9.38907742294714e-06,0.31611566810000874,1.1611357837126466,0.0009247060535542833,3.711778163909912
957.275390625,0.28173828125,1.640380859375,0.23945312500000002,1972.974165844752,4.121884475990916,1.0604450257352778e-05,0.31214818861744553,0.9123552273024889,0.001243134519736705,3.8631434440612793
957.275390625,0.43896484375,0.581298828125,0.23945312500000002,1819.8674983744456,931.6066872021603,1.0677167679396118,1.1226121689870006e-05,0.6674442257033374,0.0012301097217362205,6.293572664260864
957.275390625,0.43896484375,1.640380859375,0.519921875,1807.1564264760839,1.0473125684664941,1.42128465317957e-06,0.35071911046958576,0.8878574001475001,0.0014185251259086228,3.271885871887207
908.740234375,0.28173828125,0.581298828125,0.519921875,1566.530648038508,357.2798425542617,0.6750312070629685,7.672570219334323e-07,2.246976793332524,1.223094474055284,342.08911538124084
607.275390625,0.93896484375,0.890380859375,0.6394531250000001,1600.7418103238444,220.2950026542768,0.17977240662740934,5.338021682521371e-06,0.5875059553368638,0.0007940511607920318,6.750966787338257
558.740234375,0.93896484375,0.890380859375,0.6394531250000001,1561.6013605694347,186.09962356620053,0.16962491163162563,2.916853941377595e-06,0.42165157480530985,0.0008909430543454969,7.7887632846832275
607.275390625,0.78173828125,0.890380859375,0.6394531250000001,1569.950927390392,193.05992807154107,0.17178982555965266,3.326417124278652e-06,0.22087277489429824,0.0015968143978505292,9.6271071434021
607.275390625,0.93896484375,1.331298828125,0.6394531250000001,1630.8697092802859,0.22713304300732923,1.711607185386961e-07,0.21878027327687044,1.149918640749664,0.0005590286301335021,4.607356786727905
607.275390625,0.93896484375,0.890380859375,0.11992187500000001,2131.2966012073152,1147.9752680865374,0.38508584097860704,0.0006358016121989257,3.1145429262957913,0.00041206390866752913,5.846515893936157
558.740234375,0.78173828125,1.331298828125,0.11992187500000001,2037.096321926198,12.00341669634178,6.594229928087385e-05,0.14300593850962817,1.699100510945272,0.00037835372560580266,5.248934268951416
519.775390625,0.31396484375,0.702880859375,0.739453125,1236.393021018179,48.05332615707512,0.23089087665479252,2.2522286859854116e-09,0.000493733918916077,0.4756294209299452,36.156240701675415
646.240234375,0.31396484375,0.702880859375,0.739453125,1341.5120963408967,95.72931737636377,0.29505022959357213,2.5486932064466834e-08,0.0030128303145950525,0.11101789863899666,35.87654781341553
519.775390625,0.65673828125,0.702880859375,0.739453125,1266.7648721915225,59.33745200862055,0.24888347036267888,4.729340950666367e-09,0.0014128159795817668,0.17913261005507522,35.953317165374756
519.775390625,0.31396484375,0.768798828125,0.739453125,1289.9552291449093,61.64382120820199,0.2054893080513299,1.0177160109086348e-08,0.0010120039516666427,0.241959747722557,37.3068311214447
519.775390625,0.31396484375,0.702880859375,0.419921875,1426.1646486650602,154.83422855155658,0.3940048118860731,7.806929970603658e-08,0.005902164125705962,0.0413884455089289,31.80842638015747
646.240234375,0.65673828125,0.768798828125,0.419921875,1632.012871952754,359.05923366638785,0.4304676323362915,2.9785244775443365e-06,0.24647683528256611,0.0015154610497505946,9.024112224578857
869.775390625,0.81396484375,1.452880859375,0.339453125,2005.2424423153013,10.630762587359161,5.6067620317177355e-05,0.18414745724850726,3.736299787152965,0.00042603428294615267,3.8004953861236572
996.240234375,0.81396484375,1.452880859375,0.339453125,2107.5403929780377,28.69624182076816,0.000266007888351841,0.15674798646884558,6.21804553764536,0.00041874441249559343,4.660125970840454
869.775390625,0.15673828125,1.452880859375,0.339453125,1863.543346491277,2.2388515482295226,4.880065660167935e-06,0.23717725640509502,0.3627850049447256,0.0020747725028490483,4.203656435012817
869.775390625,0.81396484375,1.518798828125,0.339453125,1987.7549587127298,7.616974162652605,3.166560438690141e-05,0.22262271633139033,3.698655267439262,0.00043055064785912244,3.685396194458008
869.775390625,0.81396484375,1.452880859375,0.019921875000000002,2370.630698992828,101.88228856389215,0.0015148617409220504,0.14359706880667564,7.593627081485219,0.00028489638783682925,4.426980018615723
996.240234375,0.15673828125,1.518798828125,0.019921875000000002,2263.068877629935,38.697230960149845,0.0003154964437440667,0.19236379681532684,2700.119690413806,7.607455047263289,27.01952838897705
694.775390625,0.06396484375,1.077880859375,0.539453125,1687.2927884072215,2.102585823721619,9.632958942535701e-06,0.02775157460076865,0.05501467457813628,0.007005482039271405,7.292437791824341
821.240234375,0.06396484375,1.077880859375,0.539453125,1789.3789526255632,8.39917660396203,8.4155678422563e-05,0.02222210536262466,0.1247308724200901,0.004353677382139664,6.086659908294678
694.775390625,0.40673828125,1.077880859375,0.539453125,1723.210724671692,3.488807860540253,2.128008061194236e-05,0.025569519678602142,0.15593760101413848,0.003016585776038912,9.23504376411438
694.775390625,0.06396484375,1.143798828125,0.539453125,1666.0963576448823,0.8164237197493738,1.7020863581239455e-06,0.06968159440346723,0.056484230220731985,0.006869157847223824,7.162208080291748
694.775390625,0.06396484375,1.077880859375,0.21992187500000002,1983.177453937691,41.289253835711676,0.0008756373845058443,0.020327537576193544,0.20670555569803384,0.002143473980719026,5.179378032684326
821.240234375,0.40673828125,1.143798828125,0.21992187500000002,2096.3734427446752,67.07038792818157,0.0014573379712717474,0.0401286879724654,0.8337175941962518,0.0008915479416833191,4.13932991027832
344.775390625,0.56396484375,1.827880859375,0.139453125,1579.9052054331762,0.013294354576706635,1.1292195704828192e-09,1.0276913506873033,0.1501624195757652,0.0013356560878613648,7.158726215362549
471.240234375,0.56396484375,1.827880859375,0.139453125,1677.0194388277082,0.059817929167087634,1.1887739671107051e-08,0.8032770995687245,0.30469250579072393,0.0010591864442148192,6.29350209236145
344.775390625,0.90673828125,1.827880859375,0.139453125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344.775390625,0.56396484375,1.893798828125,0.139453125,1555.7712345935777,0.008127737093488251,5.093816858709921e-10,1.1836403874084471,0.14315163670934056,0.0013945457833718698,6.321473121643066
344.775390625,0.56396484375,1.827880859375,0.6199218750000001,1234.9430603650017,2.464767345888899e-05,7.79088028231322e-14,2.451975158711685,0.0173581549436416,0.007973405782545382,26.53520107269287
471.240234375,0.90673828125,1.893798828125,0.6199218750000001,1423.0111935613393,0.001790208265338437,6.159048564054034e-11,1.2929427474938766,0.362136517994075,0.0008974086031839867,7.8803551197052
366.650390625,0.09521484375,0.562255859375,0.6644531250000001,1006.6289348941965,7.67214104882463,0.16946930725150516,1.2060318311027361e-12,0.29999999999999993,33.40488970877127,45.72284150123596
843.115234375,0.09521484375,0.562255859375,0.6644531250000001,1412.8327958861755,171.48602326787565,0.5112558944247698,6.630927413400722e-08,0.009457818775660645,0.07806256913057451,481.29732370376587
366.650390625,0.12548828125,0.562255859375,0.6644531250000001,1008.1085647748906,7.7948018457624615,0.17042380588825862,1.274931241860146e-12,0.3,33.250824993114996,38.205711364746094
366.650390625,0.09521484375,1.565673828125,0.6644531250000001,1219.3630393053236,2.6896090821941366e-05,1.0306698770966497e-13,1.6750179783533505,0.0010771496186764828,0.12999112400719223,47.30220985412598
366.650390625,0.09521484375,0.562255859375,0.244921875,1277.3822280576844,75.82930643456405,0.45606530427822123,1.3712637501497681e-09,0.0005022592126138387,0.23843137537729384,49.45330286026001
843.115234375,0.12548828125,1.565673828125,0.244921875,1874.4735310684857,1.610164714826155,2.547787770314511e-06,0.32351766178453495,0.36742564698089686,0.0018986192657262197,4.7723729610443115
716.650390625,0.59521484375,1.312255859375,0.264453125,1937.8974885290397,6.689192236460443,2.989532849216019e-05,0.13838276002672792,0.9026604234655707,0.0007176603479974929,4.350168704986572
493.115234375,0.59521484375,1.312255859375,0.264453125,1763.1662941758095,0.8186613732374504,1.1128343913356193e-06,0.19472606052583838,0.3269528887383011,0.0009927293406325095,6.873080492019653
716.650390625,0.62548828125,1.312255859375,0.264453125,1945.0882453973607,7.234331109435897,3.3800614362413686e-05,0.1366371887049265,1.015486458471352,0.0006564234923883018,3.8367180824279785
716.650390625,0.59521484375,0.815673828125,0.264453125,1871.6382628635276,746.2409156212553,0.48741691615379984,5.1826149321457056e-05,0.5915494523165458,0.0008624834544540063,7.495241403579712
716.650390625,0.59521484375,1.312255859375,0.6449218750000001,1639.4071562830497,0.27856845190693985,2.412971574540136e-07,0.19771030943005366,0.3320013596820146,0.0015925123365695894,5.238280534744263
493.115234375,0.62548828125,0.815673828125,0.6449218750000001,1389.0877956312281,101.06093809566545,0.20994384184822817,8.951437059234804e-08,0.006087091076147336,0.03781735517297412,21.308831691741943
891.650390625,0.34521484375,0.937255859375,0.464453125,1898.9985640849472,480.33812805209885,0.15752438653065723,0.0002740353857074323,0.37052439811645055,0.0022407076211703567,5.512927293777466
318.115234375,0.34521484375,0.937255859375,0.464453125,1455.2601845460515,85.34074163007278,0.0867407917564725,5.578300697026658e-07,0.0032560092453052603,0.04028978257852621,39.31062197685242
891.650390625,0.87548828125,0.937255859375,0.464453125,1979.6193015406027,610.2237897336823,0.1742102806773498,0.0006146712663166218,3.473443494133845,0.0005373616033562299,4.038278341293335
891.650390625,0.34521484375,1.940673828125,0.464453125,1690.3152988102468,0.12622188911075785,4.453203122785619e-08,0.7062759069680647,0.5168152589858936,0.0018492603741940763,3.717689275741577
891.650390625,0.34521484375,0.937255859375,0.444921875,1914.1583902529985,502.5294586250244,0.1613670092453259,0.0003095968452552089,0.39258241078006967,0.0021060517757612216,5.434399366378784
318.115234375,0.87548828125,1.940673828125,0.444921875,1382.2450775297427,0.0005486452820268892,8.912654873629709e-12,1.7362067597343942,0.14963915346044118,0.0011983161729679582,12.060558319091797
541.650390625,0.84521484375,1.687255859375,0.064453125,1980.8941773693102,2.5061042781168,4.102390984429067e-06,0.38312735678076315,2.2570164698007575,0.0003559611839632888,6.393099069595337
668.115234375,0.84521484375,1.687255859375,0.064453125,2079.990016721116,6.738060098482451,1.9344379877110376e-05,0.32610573382492364,3.7107249849732478,0.0003316943965765003,4.814550399780273
541.650390625,0.37548828125,1.687255859375,0.064453125,1820.4918928585114,0.40267098809775587,2.3373878862990452e-07,0.5158558396395841,0.3347616374513338,0.0011196756051388421,5.809187412261963
541.650390625,0.84521484375,1.190673828125,0.064453125,2194.4722296138384,75.74032763945796,0.0013913279639357,0.05886769305947267,2.4814583953513663,0.0003371441475238065,5.690587043762207
541.650390625,0.84521484375,1.687255859375,0.044921875,2007.6894874853472,3.0820810580506177,5.551770910816838e-06,0.37257967291081234,2.403899491668082,0.0003448358408648891,7.120878458023071
668.115234375,0.37548828125,1.190673828125,0.044921875,2197.2850329829007,72.29219560023677,0.00126700863484984,0.059762867681645036,0.7472970604837381,0.0007031214523073401,4.527048110961914
629.150390625,0.47021484375,1.499755859375,0.164453125,1875.7180080552146,1.5304527917532769,2.3253225388957376e-06,0.2989994829776516,0.516495968839277,0.0009450928488145524,5.618617296218872
755.615234375,0.47021484375,1.499755859375,0.164453125,1975.2642223617647,4.617601621174566,1.3125384469414298e-05,0.24985230824353302,0.8589271545746973,0.0008138531838897252,4.073676109313965
629.150390625,0.00048828125,1.499755859375,0.164453125,1790.0969614959993,0.5367670816584207,4.5043970547733254e-07,0.35462676288703543,0.1329860597044325,0.0027769608391477133,4.604560613632202
629.150390625,0.47021484375,1.753173828125,0.164453125,1776.5959625356559,0.2824959089043719,1.4250779997075157e-07,0.5719343449716312,0.46204727029133663,0.0010606493795813192,5.036893367767334
629.150390625,0.47021484375,1.499755859375,0.544921875,1560.5750031555574,0.04005386452535536,9.443992042261026e-09,0.4658078200856516,0.1585727669799989,0.002476022267317756,5.832900524139404
755.615234375,0.00048828125,1.753173828125,0.544921875,1528.8051379634767,0.014413375586251605,1.6567655752522017e-09,0.8124409611050778,0.05646470223393698,0.007551110436086938,6.153416395187378
979.150390625,0.97021484375,0.749755859375,0.564453125,1839.1362097866584,780.1193760812805,0.5653362598420558,5.3280809874484897e-05,7.144497353175961,0.0006114872291643952,2.6752264499664307
405.615234375,0.97021484375,0.749755859375,0.564453125,1366.2847378262804,102.42257376065334,0.2790923836461475,3.771396116070345e-08,0.11918058069472066,0.0014981793596460233,14.556710243225098
979.150390625,0.50048828125,0.749755859375,0.564453125,1768.3855327989043,618.7974023088163,0.5233939291368775,2.2930237335698507e-05,0.5965516478816333,0.0019008895600918846,4.759172439575195
979.150390625,0.97021484375,1.003173828125,0.564453125,2031.4973176775848,371.7427642680065,0.049416447970105346,0.003177649142022376,8.97064669265555,0.0006479300987881446,3.8352551460266113
979.150390625,0.97021484375,0.749755859375,0.144921875,2219.9441494050425,2065.564714428498,0.919101074980194,0.0006555989741638008,13.742088740677257,0.0005412252034666171,4.615986585617065
405.615234375,0.50048828125,1.003173828125,0.144921875,1957.7790977916782,174.9749119098686,0.017935441196364865,0.001392373696019485,0.19858241561412696,0.0011917317454236257,8.501768827438354
804.150390625,0.22021484375,1.874755859375,0.36445312500000004,1667.7531610619126,0.0827923370276055,2.2495452737855948e-08,0.738222512272157,0.2655490548296082,0.0025063842602149173,3.860227584838867
580.615234375,0.22021484375,1.874755859375,0.36445312500000004,1486.3991564646524,0.0041204418044030735,2.056292674338947e-10,1.207670696949966,0.06658627868592983,0.004943625261294946,8.338045597076416
804.150390625,0.75048828125,1.874755859375,0.36445312500000004,1802.3755199246846,0.5208266042769507,4.0067641205071384e-07,0.5467131564510888,1.6448708784283452,0.0006396266084108096,3.21347713470459
804.150390625,0.22021484375,1.378173828125,0.36445312500000004,1824.6649431826581,1.7992732972516408,3.748335921433387e-06,0.20163228260212188,0.3015834793088365,0.002138883855058109,5.14699125289917
804.150390625,0.22021484375,1.874755859375,0.34492187500000004,1680.0318279743035,0.09539833758619086,2.7801826926267596e-08,0.7261881493970418,0.27983788611851484,0.0023883923962731315,3.8723573684692383
580.615234375,0.75048828125,1.378173828125,0.34492187500000004,1768.946243879003,0.851585914966894,1.1503599450036466e-06,0.22967244621151167,0.7485012441919231,0.0006504941985015647,4.678335428237915
454.150390625,0.72021484375,1.124755859375,0.7644531250000001,1421.1972018387976,0.018811480054007634,5.285692357771851e-09,0.09889499304160683,0.04991886888925877,0.004132083371464695,42.39653921127319
930.615234375,0.72021484375,1.124755859375,0.7644531250000001,1811.4172551215008,9.39640446103492,8.824915425237528e-05,0.03586053899095412,1.2628882317061723,0.0009234285761335297,4.121065378189087
454.150390625,0.25048828125,1.124755859375,0.7644531250000001,1362.3729246000262,0.005423671941217695,7.562067767209618e-10,0.12135234189256176,0.0027499032870729376,0.07339518518775218,41.355772733688354
454.150390625,0.72021484375,0.628173828125,0.7644531250000001,1141.6720139737984,25.63142092236986,0.21993032718581323,1.460315632665041e-10,0.00028801147912165345,0.41504913073739863,29.726703882217407
454.150390625,0.72021484375,1.124755859375,0.7449218750000001,1432.3993187381093,0.022980927516637457,7.192441336832852e-09,0.09643679906369804,0.05604124011513766,0.003732642457824168,27.004302263259888
930.615234375,0.25048828125,0.628173828125,0.7449218750000001,1519.1091299760346,273.017756702438,0.5132728663419742,5.917892118966368e-07,11.657553245797107,4.8176743692448385,485.8308424949646
410.400390625,0.28271484375,1.968505859375,0.5144531250000001,1253.8108575185393,2.868502563398458e-05,9.028221692529484e-14,2.821824588758239,0.007830026004045823,0.022422657431805753,23.906305074691772
536.865234375,0.28271484375,1.968505859375,0.5144531250000001,1353.4062454531,0.0003161801425053797,3.84052261759468e-12,1.9013908857649293,0.03000465845637065,0.00903751541305797,9.840110301971436
410.400390625,0.43798828125,1.968505859375,0.5144531250000001,1283.240440171816,6.05803522708067e-05,2.9032708658866817e-13,2.495387923949306,0.02566214573815327,0.00704106294462181,16.793212175369263
410.400390625,0.28271484375,1.659423828125,0.5144531250000001,1333.2989101213973,0.00031615188179233395,4.363235389080893e-12,1.3650638911040274,0.00912353573095677,0.019609799392225517,13.118799924850464
410.400390625,0.28271484375,1.968505859375,0.594921875,1214.890295981901,1.140809901188933e-05,2.2036581701454524e-14,3.1981654037992255,0.004545779983301732,0.037899322296066226,28.25114941596985
536.865234375,0.43798828125,1.659423828125,0.594921875,1413.2921074067133,0.0020323159082873228,8.23660072397442e-11,0.9761681383800465,0.05557841431217709,0.004955712559545947,11.779769897460938
760.400390625,0.78271484375,1.218505859375,0.114453125,2241.0302012030957,113.57615551684457,0.0026053674638856013,0.06333494248543221,3.7319741031222033,0.0003345502777796514,4.379974603652954
886.865234375,0.78271484375,1.218505859375,0.114453125,2327.685950922695,219.65573317051607,0.0072905681367000505,0.05767356059119669,5.7605844270486255,0.0003256659233901117,4.534367799758911
