T_in,eta,phi,omega,Tad,NO,NO2,NH3,SL,delta,runtime
299.83141490935157,0.36178302212947505,1.2170575363787584,0.3828287743310118,1521.4960240291741,-3.8428334989565602,-0.004182843927023306,0.13390703335379844,-242.65183062211045,0.03241536156793822,11.032373191537886
678.3881942082347,0.3468466249648269,1.2128706308875077,0.38197527808909626,1790.9610275014013,-23.082900096639044,-0.01330321359105388,0.02102235151759544,-320.3376053041231,-0.0689269993959415,3.5805850142806777
302.17429372355883,0.8425876407762535,1.1557323339803252,0.38696220858372105,1610.0276458627209,-1.8904671614309856,-0.003151246711938038,0.09443999290314747,141.1465771646027,-0.04275846236195276,10.509102272782313
299.9433002121905,0.3758635080612223,0.8714888257149261,0.38714325965583524,1450.3456998978181,106.89364438351174,0.17221557435942947,0.014691485042102954,-198.5449156311872,0.024335155849130506,40.92685340493753
299.2045425834837,0.3776385512341642,1.1579909578125513,0.4663193914516751,1438.5082352127617,20.817841289206083,0.0021901299885015817,0.1403578855334417,-49.13451563610963,0.06830996148307195,22.216076408927897
695.6306314295308,0.8511756423278672,0.8467863361473149,0.47298356153338134,1748.7945596793497,394.5862320818573,0.2920487292001765,-0.0380168564854186,-108.65577901683545,-0.03792674627111775,-0.3350305512103171
646.9726109968436,0.8648811034825693,1.9664527094933568,0.7850783312667344,1488.290587952002,12.344044770215536,0.011549619305992506,1.0601043230021034,142.34433351823185,0.03300124516296933,6.885830540412804
322.88925006875115,0.8927524375405647,1.91746320591437,0.7753236390898903,1207.5573552237745,15.233100162286588,0.029146342203132367,2.719615673059437,86.6921803103858,0.04940139757429418,18.106229062408964
642.703739114608,0.3328859837108979,1.887623557173563,0.782844318896164,1365.028881191635,-8.277901568389801,-0.0032265300910004416,1.5396242497449897,-161.55060911786637,0.044962311694490345,4.770496821222584
669.3254625722807,0.8806359265606086,1.5820116521823873,0.7761013318740073,1520.7089678672278,-20.803756954337075,-0.010474633277945775,0.5833029888173871,-116.34462982896076,-0.020218181854700614,12.498388947970621
652.1334082559624,0.8638706312450706,1.919384841776557,0.06985961282519665,1979.3330057308244,-8.593618452838845,-0.004042131502167729,0.5238392320089689,64.81660082828084,-0.04720260434915833,4.923548562749565
347.3067755860797,0.36087218858426773,1.601101782348243,0.07523692911310328,1713.9989577033248,19.027037616018944,-0.002698561260818724,0.6080552727701762,305.163579696406,-0.07864112776398677,9.93524798343246
828.8619319082601,0.11186366379221818,0.7816759780190583,0.1721492570302626,1998.8516013616668,1028.9879040641313,0.6135116497117113,-0.023993639888636533,-29.372298107308637,0.005172578694741602,7.693172907436376
